date,mood_id,timestamp_id
2017-01-27,2,3
2017-01-27,3,4
2017-01-28,2,1
2017-01-28,3,2
2017-01-28,4,3
2017-01-28,3,4
2017-01-29,3,1
2017-01-29,3,2
2017-01-29,3,4
2017-01-30,2,1
2017-01-30,3,2
2017-01-30,3,4
2017-01-30,1,5
2017-01-31,4,1
2017-01-31,3,2
2017-01-31,2,4
2017-01-31,4,5
2017-02-01,4,2
2017-02-01,4,3
2017-02-01,5,5
2017-02-02,4,1
2017-02-02,4,4
2017-02-03,4,1
2017-02-03,3,3
2017-02-03,4,5
2017-02-04,3,1
2017-02-04,4,3
2017-02-04,2,4
2017-02-05,3,1
2017-02-05,2,2
2017-02-05,3,3
2017-02-05,4,5
2017-02-06,4,1
2017-02-06,4,2
2017-02-06,3,3
2017-02-06,3,4
2017-02-06,4,5
2017-02-07,4,1
2017-02-07,3,2
2017-02-07,3,3
2017-02-07,1,4
2017-02-07,4,5
2017-02-08,3,1
2017-02-08,4,2
2017-02-08,3,3
2017-02-08,2,4
2017-02-08,2,5
2017-02-09,3,1
2017-02-09,4,2
2017-02-09,3,3
2017-02-09,2,4
2017-02-10,4,1
2017-02-10,4,3
2017-02-10,4,4
2017-02-10,4,5
2017-02-11,4,1
2017-02-11,4,2
2017-02-11,4,3
2017-02-11,4,5
2017-02-12,4,1
2017-02-12,4,2
2017-02-12,4,3
2017-02-12,4,4
2017-02-12,4,5
2017-02-13,4,1
2017-02-13,3,2
2017-02-13,4,3
2017-02-13,3,4
2017-02-13,4,5
2017-02-14,3,1
2017-02-14,4,2
2017-02-14,3,3
2017-02-14,4,5
2017-02-15,4,1
2017-02-15,3,2
2017-02-15,3,3
2017-02-15,2,4
2017-02-15,4,5
2017-02-16,3,1
2017-02-16,5,2
2017-02-16,2,3
2017-02-16,4,4
2017-02-16,3,5
2017-02-17,4,1
2017-02-17,4,2
2017-02-17,5,3
2017-02-17,5,4
2017-02-17,5,5
2017-02-18,4,1
2017-02-18,4,2
2017-02-18,4,3
2017-02-18,3,4
2017-02-18,4,5
2017-02-19,4,1
2017-02-19,3,2
2017-02-19,4,3
2017-02-19,4,4
2017-02-19,4,5
2017-02-20,2,1
2017-02-20,3,2
2017-02-20,2,3
2017-02-20,3,4
2017-02-20,4,5
2017-02-21,3,1
2017-02-21,2,2
2017-02-21,1,3
2017-02-21,1,4
2017-02-21,4,5
2017-02-22,1,1
2017-02-22,3,2
2017-02-22,2,3
2017-02-22,3,4
2017-02-22,2,5
2017-02-23,2,1
2017-02-23,2,2
2017-02-23,2,3
2017-02-23,1,4
2017-02-23,1,5
2017-02-24,3,1
2017-02-24,3,3
2017-02-24,4,4
2017-02-24,4,5
2017-02-25,3,1
2017-02-25,3,2
2017-02-25,3,3
2017-02-25,4,4
2017-02-25,3,5
2017-02-26,3,1
2017-02-26,4,2
2017-02-26,3,3
2017-02-26,3,4
2017-02-26,4,5
2017-02-27,3,1
2017-02-27,4,2
2017-02-27,2,3
2017-02-27,2,4
2017-02-27,4,5
2017-02-28,3,1
2017-02-28,4,2
2017-02-28,2,3
2017-02-28,2,4
2017-02-28,4,5
2017-03-01,3,1
2017-03-01,2,2
2017-03-01,1,3
2017-03-01,1,4
2017-03-01,1,5
2017-03-02,3,1
2017-03-02,3,3
2017-03-02,3,4
2017-03-02,4,5
2017-03-03,4,1
2017-03-03,3,2
2017-03-03,3,3
2017-03-03,2,4
2017-03-03,4,5
2017-03-04,4,1
2017-03-04,3,2
2017-03-04,3,3
2017-03-04,5,4
2017-03-04,4,5
2017-03-05,4,1
2017-03-05,4,2
2017-03-05,4,3
2017-03-05,4,4
2017-03-05,4,5
2017-03-06,3,1
2017-03-06,3,2
2017-03-06,2,3
2017-03-06,4,4
2017-03-06,3,5
2017-03-07,4,1
2017-03-07,3,2
2017-03-07,2,3
2017-03-07,1,4
2017-03-07,3,5
2017-03-08,4,1
2017-03-08,3,2
2017-03-08,2,3
2017-03-08,3,4
2017-03-08,3,5
2017-03-09,3,1
2017-03-09,2,2
2017-03-09,2,3
2017-03-09,1,4
2017-03-09,2,5
2017-03-10,3,1
2017-03-10,3,2
2017-03-10,2,3
2017-03-10,4,4
2017-03-10,4,5
2017-03-11,4,1
2017-03-11,4,2
2017-03-11,4,3
2017-03-11,4,4
2017-03-11,5,5
2017-03-12,4,1
2017-03-12,3,2
2017-03-12,4,3
2017-03-12,3,4
2017-03-12,3,5
2017-03-13,4,1
2017-03-13,5,2
2017-03-13,3,3
2017-03-13,2,4
2017-03-13,4,5
2017-03-14,4,1
2017-03-14,3,2
2017-03-14,3,3
2017-03-14,4,4
2017-03-14,4,5
2017-03-15,4,1
2017-03-15,4,2
2017-03-15,3,3
2017-03-15,4,4
2017-03-15,5,5
2017-03-16,5,1
2017-03-16,5,2
2017-03-16,4,3
2017-03-16,4,4
2017-03-16,4,5
2017-03-17,4,1
2017-03-17,3,2
2017-03-17,4,3
2017-03-17,4,4
2017-03-17,5,5
2017-03-18,4,1
2017-03-18,3,2
2017-03-18,3,3
2017-03-18,4,4
2017-03-18,4,5
2017-03-19,4,1
2017-03-19,4,2
2017-03-19,5,3
2017-03-19,4,4
2017-03-19,4,5
2017-03-20,3,1
2017-03-20,4,2
2017-03-20,3,3
2017-03-20,1,4
2017-03-20,3,5
2017-03-21,3,1
2017-03-21,3,2
2017-03-21,4,3
2017-03-21,4,4
2017-03-21,4,5
2017-03-22,4,1
2017-03-22,4,2
2017-03-22,4,3
2017-03-22,4,4
2017-03-22,3,5
2017-03-23,3,1
2017-03-23,2,2
2017-03-23,1,3
2017-03-23,1,4
2017-03-23,2,5
2017-03-24,2,1
2017-03-24,3,2
2017-03-24,2,3
2017-03-24,3,4
2017-03-24,3,5
2017-03-25,3,1
2017-03-25,3,2
2017-03-25,3,3
2017-03-25,4,4
2017-03-25,4,5
2017-03-26,3,1
2017-03-26,3,2
2017-03-26,3,3
2017-03-26,4,4
2017-03-26,4,5
2017-03-27,4,1
2017-03-27,3,2
2017-03-27,3,3
2017-03-27,3,4
2017-03-27,4,5
2017-03-28,3,1
2017-03-28,4,2
2017-03-28,3,3
2017-03-28,3,4
2017-03-28,3,5
2017-03-29,3,1
2017-03-29,3,2
2017-03-29,4,3
2017-03-29,3,4
2017-03-29,4,5
2017-03-30,4,1
2017-03-30,5,2
2017-03-30,5,3
2017-03-30,5,4
2017-03-30,4,5
2017-03-31,3,1
2017-03-31,4,2
2017-03-31,3,3
2017-03-31,2,4
2017-03-31,3,5
2017-04-01,3,1
2017-04-01,4,2
2017-04-01,4,3
2017-04-01,3,4
2017-04-01,3,5
2017-04-02,4,1
2017-04-02,4,2
2017-04-02,4,3
2017-04-02,4,4
2017-04-03,5,1
2017-04-03,4,2
2017-04-03,4,3
2017-04-03,4,4
2017-04-03,4,5
2017-04-04,4,1
2017-04-04,4,2
2017-04-04,3,3
2017-04-04,2,4
2017-04-04,3,5
2017-04-05,2,1
2017-04-05,3,2
2017-04-05,3,3
2017-04-05,4,4
2017-04-05,4,5
2017-04-06,3,1
2017-04-06,4,2
2017-04-06,4,3
2017-04-06,3,4
2017-04-06,3,5
2017-04-07,3,1
2017-04-07,4,2
2017-04-07,3,3
2017-04-07,4,4
2017-04-07,4,5
2017-04-08,4,1
2017-04-08,3,2
2017-04-08,3,3
2017-04-08,4,4
2017-04-08,4,5
2017-04-09,3,1
2017-04-09,3,2
2017-04-09,3,3
2017-04-09,3,4
2017-04-09,3,5
2017-04-10,2,1
2017-04-10,3,2
2017-04-10,2,3
2017-04-10,2,4
2017-04-10,3,5
2017-04-11,3,1
2017-04-11,3,2
2017-04-11,3,3
2017-04-11,4,4
2017-04-11,4,5
2017-04-12,3,1
2017-04-12,4,2
2017-04-12,4,3
2017-04-12,3,4
2017-04-12,4,5
2017-04-13,4,1
2017-04-13,4,2
2017-04-13,5,3
2017-04-13,4,4
2017-04-13,4,5
2017-04-14,3,1
2017-04-14,2,2
2017-04-14,3,3
2017-04-14,2,4
2017-04-14,4,5
2017-04-15,4,1
2017-04-15,4,2
2017-04-15,3,3
2017-04-15,3,4
2017-04-15,3,5
2017-04-16,4,1
2017-04-16,3,2
2017-04-16,3,3
2017-04-16,2,4
2017-04-16,2,5
2017-04-17,1,1
2017-04-17,3,2
2017-04-17,2,3
2017-04-17,3,4
2017-04-17,3,5
2017-04-18,3,1
2017-04-18,2,2
2017-04-18,3,3
2017-04-18,2,4
2017-04-18,3,5
2017-04-19,3,1
2017-04-19,2,2
2017-04-19,3,3
2017-04-19,1,4
2017-04-19,3,5
2017-04-20,2,1
2017-04-20,2,2
2017-04-20,4,3
2017-04-20,3,4
2017-04-20,4,5
2017-04-21,3,1
2017-04-21,3,2
2017-04-21,3,3
2017-04-21,3,4
2017-04-21,3,5
2017-04-22,3,1
2017-04-22,3,2
2017-04-22,3,3
2017-04-22,4,4
2017-04-22,4,5
2017-04-23,3,1
2017-04-23,2,2
2017-04-23,2,3
2017-04-23,1,4
2017-04-23,3,5
2017-04-24,3,1
2017-04-24,4,2
2017-04-24,4,3
2017-04-24,4,4
2017-04-24,3,5
2017-04-25,4,1
2017-04-25,3,2
2017-04-25,3,3
2017-04-25,2,4
2017-04-25,2,5
2017-04-26,3,1
2017-04-26,2,2
2017-04-26,1,3
2017-04-26,1,4
2017-04-26,4,5
2017-04-27,3,1
2017-04-27,2,2
2017-04-27,3,3
2017-04-27,3,4
2017-04-27,4,5
2017-04-28,4,1
2017-04-28,3,2
2017-04-28,4,3
2017-04-28,3,4
2017-04-28,4,5
2017-04-29,4,1
2017-04-29,4,2
2017-04-29,4,3
2017-04-29,4,4
2017-04-29,4,5
2017-04-30,4,1
2017-04-30,4,2
2017-04-30,4,3
2017-04-30,3,4
2017-04-30,4,5
2017-05-01,4,1
2017-05-01,3,2
2017-05-01,4,3
2017-05-01,3,4
2017-05-01,4,5
2017-05-02,4,1
2017-05-02,4,2
2017-05-02,3,3
2017-05-02,3,4
2017-05-02,5,5
2017-05-03,3,1
2017-05-03,4,2
2017-05-03,4,3
2017-05-03,4,4
2017-05-03,4,5
2017-05-04,3,1
2017-05-04,2,2
2017-05-04,2,3
2017-05-04,2,4
2017-05-04,4,5
2017-05-05,3,1
2017-05-05,3,2
2017-05-05,2,3
2017-05-05,1,4
2017-05-05,2,5
2017-05-06,3,1
2017-05-06,4,2
2017-05-06,4,3
2017-05-06,4,4
2017-05-06,4,5
2017-05-07,4,1
2017-05-07,2,2
2017-05-07,3,3
2017-05-07,3,4
2017-05-07,4,5
2017-05-08,2,1
2017-05-08,2,2
2017-05-08,4,3
2017-05-08,3,4
2017-05-08,3,5
2017-05-09,2,1
2017-05-09,3,2
2017-05-09,4,3
2017-05-09,3,4
2017-05-09,4,5
2017-05-10,4,1
2017-05-10,4,2
2017-05-10,4,3
2017-05-10,4,4
2017-05-10,3,5
2017-05-11,2,1
2017-05-11,3,2
2017-05-11,3,3
2017-05-11,4,4
2017-05-11,4,5
2017-05-12,4,1
2017-05-12,3,2
2017-05-12,3,3
2017-05-12,3,4
2017-05-12,4,5
2017-05-13,5,1
2017-05-13,4,2
2017-05-13,4,3
2017-05-13,5,4
2017-05-13,4,5
2017-05-14,4,1
2017-05-14,4,2
2017-05-14,4,3
2017-05-14,3,4
2017-05-14,4,5
2017-05-15,4,1
2017-05-15,5,2
2017-05-15,4,3
2017-05-15,4,4
2017-05-15,4,5
2017-05-16,5,1
2017-05-16,5,2
2017-05-16,4,3
2017-05-16,3,4
2017-05-16,4,5
2017-05-17,3,1
2017-05-17,4,2
2017-05-17,3,3
2017-05-17,4,4
2017-05-17,4,5
2017-05-18,4,1
2017-05-18,4,2
2017-05-18,3,3
2017-05-18,4,4
2017-05-18,5,5
2017-05-19,4,1
2017-05-19,5,2
2017-05-19,4,3
2017-05-19,4,4
2017-05-19,4,5
2017-05-20,4,1
2017-05-20,4,2
2017-05-20,5,3
2017-05-20,4,4
2017-05-21,4,1
2017-05-21,3,2
2017-05-21,4,3
2017-05-21,4,4
2017-05-21,3,5
2017-05-22,4,1
2017-05-22,4,2
2017-05-22,4,3
2017-05-22,5,4
2017-05-22,4,5
2017-05-23,4,1
2017-05-23,4,2
2017-05-23,4,3
2017-05-23,3,4
2017-05-23,4,5
2017-05-24,3,1
2017-05-24,4,2
2017-05-24,4,3
2017-05-24,3,4
2017-05-24,4,5
2017-05-25,4,1
2017-05-25,3,2
2017-05-25,3,3
2017-05-25,4,4
2017-05-25,3,5
2017-05-26,4,1
2017-05-26,4,2
2017-05-26,5,3
2017-05-26,4,4
2017-05-26,4,5
2017-05-27,4,1
2017-05-27,4,2
2017-05-27,4,3
2017-05-27,5,4
2017-05-27,4,5
2017-05-28,2,1
2017-05-28,3,2
2017-05-28,4,3
2017-05-28,4,4
2017-05-28,5,5
2017-05-29,5,1
2017-05-29,4,2
2017-05-29,4,3
2017-05-29,3,4
2017-05-29,3,5
2017-05-30,2,1
2017-05-30,3,2
2017-05-30,4,3
2017-05-30,4,4
2017-05-30,4,5
2017-05-31,4,1
2017-05-31,4,2
2017-05-31,2,3
2017-05-31,3,4
2017-05-31,2,5
2017-06-01,1,1
2017-06-01,2,2
2017-06-01,3,3
2017-06-01,4,4
2017-06-01,5,5
2017-06-02,4,1
2017-06-02,4,2
2017-06-02,3,3
2017-06-02,4,4
2017-06-02,4,5
2017-06-03,4,1
2017-06-03,4,2
2017-06-03,4,3
2017-06-03,5,4
2017-06-03,4,5
2017-06-04,1,1
2017-06-04,2,2
2017-06-04,3,3
2017-06-04,4,4
2017-06-04,3,5
2017-06-05,3,1
2017-06-05,4,2
2017-06-05,3,3
2017-06-05,3,4
2017-06-05,3,5
2017-06-06,4,1
2017-06-06,4,2
2017-06-06,4,3
2017-06-06,4,4
2017-06-06,4,5
2017-06-07,3,1
2017-06-07,4,2
2017-06-07,4,3
2017-06-07,4,4
2017-06-07,5,5
2017-06-08,4,1
2017-06-08,5,2
2017-06-08,5,3
2017-06-08,4,4
2017-06-08,4,5
2017-06-09,4,1
2017-06-09,5,2
2017-06-09,3,3
2017-06-09,4,4
2017-06-09,4,5
2017-06-10,4,1
2017-06-10,3,2
2017-06-10,4,3
2017-06-10,4,4
2017-06-10,3,5
2017-06-11,2,1
2017-06-11,4,2
2017-06-11,4,3
2017-06-11,4,4
2017-06-11,4,5
2017-06-12,3,1
2017-06-12,4,2
2017-06-12,4,3
2017-06-12,5,4
2017-06-12,4,5
2017-06-13,4,1
2017-06-13,4,2
2017-06-13,3,3
2017-06-13,2,4
2017-06-13,3,5
2017-06-14,3,1
2017-06-14,2,2
2017-06-14,4,3
2017-06-14,4,4
2017-06-14,3,5
2017-06-15,2,1
2017-06-15,3,2
2017-06-15,3,3
2017-06-15,3,4
2017-06-15,4,5
2017-06-16,4,1
2017-06-16,4,2
2017-06-16,4,3
2017-06-16,4,4
2017-06-16,5,5
2017-06-17,4,1
2017-06-17,4,2
2017-06-17,4,3
2017-06-17,2,4
2017-06-17,3,5
2017-06-18,3,1
2017-06-18,2,2
2017-06-18,4,3
2017-06-18,4,4
2017-06-18,4,5
2017-06-19,2,1
2017-06-19,3,2
2017-06-19,3,3
2017-06-19,1,4
2017-06-19,2,5
2017-06-20,3,1
2017-06-20,3,2
2017-06-20,2,3
2017-06-20,4,4
2017-06-20,4,5
2017-06-21,3,1
2017-06-21,3,2
2017-06-21,4,3
2017-06-21,4,4
2017-06-21,4,5
2017-06-22,4,1
2017-06-22,4,2
2017-06-22,4,3
2017-06-22,4,4
2017-06-22,4,5
2017-06-23,4,1
2017-06-23,3,2
2017-06-23,4,3
2017-06-23,4,4
2017-06-23,5,5
2017-06-24,4,1
2017-06-24,4,2
2017-06-24,4,3
2017-06-24,4,4
2017-06-24,4,5
2017-06-25,3,1
2017-06-25,4,2
2017-06-25,4,3
2017-06-25,4,4
2017-06-25,4,5
2017-06-26,3,1
2017-06-26,4,2
2017-06-26,4,3
2017-06-26,3,4
2017-06-26,4,5
2017-06-27,3,1
2017-06-27,4,2
2017-06-27,5,3
2017-06-27,4,4
2017-06-27,4,5
2017-06-28,3,1
2017-06-28,4,2
2017-06-28,4,3
2017-06-28,4,4
2017-06-28,3,5
2017-06-29,3,1
2017-06-29,4,2
2017-06-29,4,3
2017-06-29,3,4
2017-06-29,2,5
2017-06-30,2,1
2017-06-30,1,2
2017-06-30,2,3
2017-06-30,3,4
2017-06-30,4,5
2017-07-01,4,1
2017-07-01,4,2
2017-07-01,4,3
2017-07-01,4,4
2017-07-01,4,5
2017-07-02,5,1
2017-07-02,3,2
2017-07-02,3,3
2017-07-02,4,4
2017-07-02,4,5
2017-07-03,4,1
2017-07-03,4,2
2017-07-03,4,3
2017-07-03,3,4
2017-07-03,2,5
2017-07-04,4,1
2017-07-04,5,2
2017-07-04,5,3
2017-07-04,4,4
2017-07-04,3,5
2017-07-05,4,1
2017-07-05,4,2
2017-07-05,3,3
2017-07-05,4,4
2017-07-06,4,1
2017-07-06,3,2
2017-07-06,4,3
2017-07-06,4,4
2017-07-06,5,5
2017-07-07,4,1
2017-07-07,3,2
2017-07-07,4,3
2017-07-07,4,4
2017-07-07,4,5
2017-07-08,3,1
2017-07-08,4,2
2017-07-08,4,3
2017-07-08,5,4
2017-07-08,5,5
2017-07-09,5,1
2017-07-09,5,2
2017-07-09,4,3
2017-07-09,4,4
2017-07-09,5,5
2017-07-10,4,1
2017-07-10,5,2
2017-07-10,3,3
2017-07-10,4,4
2017-07-10,2,5
2017-07-11,1,1
2017-07-11,4,2
2017-07-11,2,3
2017-07-11,1,4
2017-07-11,3,5
2017-07-12,4,1
2017-07-12,3,2
2017-07-12,4,3
2017-07-12,4,4
2017-07-12,4,5
2017-07-13,4,1
2017-07-13,4,2
2017-07-13,4,3
2017-07-13,5,4
2017-07-13,4,5
2017-07-14,4,1
2017-07-14,5,2
2017-07-14,4,3
2017-07-14,5,4
2017-07-14,4,5
2017-07-15,4,1
2017-07-15,4,2
2017-07-15,4,3
2017-07-15,5,4
2017-07-15,4,5
2017-07-16,3,1
2017-07-16,3,2
2017-07-16,4,3
2017-07-16,4,4
2017-07-16,4,5
2017-07-17,3,1
2017-07-17,4,2
2017-07-17,2,3
2017-07-17,3,4
2017-07-17,4,5
2017-07-18,4,1
2017-07-18,3,2
2017-07-18,2,3
2017-07-18,2,4
2017-07-18,4,5
2017-07-19,3,1
2017-07-19,3,2
2017-07-19,3,3
2017-07-19,3,4
2017-07-19,3,5
2017-07-20,4,1
2017-07-20,3,2
2017-07-20,2,3
2017-07-20,2,4
2017-07-20,3,5
2017-07-21,3,1
2017-07-21,4,2
2017-07-21,3,3
2017-07-21,3,4
2017-07-21,3,5
2017-07-22,4,1
2017-07-22,3,2
2017-07-22,4,3
2017-07-22,4,4
2017-07-22,4,5
2017-07-23,4,1
2017-07-23,5,2
2017-07-23,5,3
2017-07-23,4,4
2017-07-23,5,5
2017-07-24,4,1
2017-07-24,5,2
2017-07-24,4,3
2017-07-24,4,4
2017-07-24,4,5
2017-07-25,5,1
2017-07-25,5,2
2017-07-25,4,3
2017-07-25,3,4
2017-07-25,4,5
2017-07-26,4,1
2017-07-26,4,2
2017-07-26,3,3
2017-07-26,2,4
2017-07-26,2,5
2017-07-27,1,1
2017-07-27,2,2
2017-07-27,3,3
2017-07-27,3,4
2017-07-27,4,5
2017-07-28,3,1
2017-07-28,4,2
2017-07-28,3,3
2017-07-28,2,4
2017-07-28,4,5
2017-07-29,3,1
2017-07-29,4,2
2017-07-29,4,3
2017-07-29,4,4
2017-07-29,4,5
2017-07-30,4,1
2017-07-30,4,2
2017-07-30,4,3
2017-07-30,4,4
2017-07-30,4,5
2017-07-31,4,1
2017-07-31,3,2
2017-07-31,4,3
2017-07-31,4,4
2017-07-31,3,5
2017-08-01,4,1
2017-08-01,3,2
2017-08-01,4,3
2017-08-01,4,4
2017-08-01,4,5
2017-08-02,4,1
2017-08-02,4,2
2017-08-02,4,3
2017-08-02,5,4
2017-08-02,5,5
2017-08-03,4,1
2017-08-03,4,2
2017-08-03,4,3
2017-08-03,4,4
2017-08-03,5,5
2017-08-04,4,1
2017-08-04,4,2
2017-08-04,5,3
2017-08-04,4,4
2017-08-04,4,5
2017-08-05,4,1
2017-08-05,4,2
2017-08-05,5,3
2017-08-05,4,4
2017-08-05,4,5
2017-08-06,4,1
2017-08-06,5,2
2017-08-06,4,3
2017-08-06,3,4
2017-08-06,4,5
2017-08-07,4,1
2017-08-07,4,2
2017-08-07,4,3
2017-08-07,4,4
2017-08-07,3,5
2017-08-08,4,1
2017-08-08,4,2
2017-08-08,4,3
2017-08-08,3,4
2017-08-08,4,5
2017-08-09,3,1
2017-08-09,4,2
2017-08-09,3,3
2017-08-09,4,4
2017-08-09,4,5
2017-08-10,4,1
2017-08-10,4,2
2017-08-10,5,3
2017-08-10,5,4
2017-08-10,4,5
2017-08-11,5,1
2017-08-11,5,2
2017-08-11,4,3
2017-08-11,4,4
2017-08-11,4,5
2017-08-12,2,1
2017-08-12,3,2
2017-08-12,4,3
2017-08-12,4,4
2017-08-12,5,5
2017-08-13,4,1
2017-08-13,4,2
2017-08-13,3,3
2017-08-13,3,4
2017-08-13,2,5
2017-08-14,2,1
2017-08-14,3,2
2017-08-14,2,3
2017-08-14,2,4
2017-08-14,1,5
2017-08-15,1,1
2017-08-15,2,2
2017-08-15,2,3
2017-08-15,2,4
2017-08-15,1,5
2017-08-16,2,1
2017-08-16,2,2
2017-08-16,3,3
2017-08-16,3,4
2017-08-16,3,5
2017-08-17,2,1
2017-08-17,3,2
2017-08-17,3,3
2017-08-17,4,4
2017-08-17,2,5
2017-08-18,3,1
2017-08-18,4,2
2017-08-18,3,3
2017-08-18,4,4
2017-08-18,4,5
2017-08-19,3,1
2017-08-19,3,2
2017-08-19,4,3
2017-08-19,4,4
2017-08-19,4,5
2017-08-20,4,1
2017-08-20,4,2
2017-08-20,5,3
2017-08-20,4,4
2017-08-20,4,5
2017-08-21,4,1
2017-08-21,3,2
2017-08-21,3,3
2017-08-21,3,4
2017-08-21,4,5
2017-08-22,3,1
2017-08-22,4,2
2017-08-22,4,3
2017-08-22,4,4
2017-08-22,4,5
2017-08-23,4,1
2017-08-23,4,2
